Headline,Date
Logistics ReportNorfolk Southern Earnings Jump on Lower Operating ExpensesThe 40% improvement in operating earnings comes as the railroad settled a key claim over a 2023 Ohio derailment.,"January 29, 2025 03:46 pm ET"
Paid ProgramRedefining Resilience Is a Business ImperativeResilience allows companies to adapt and evolve with intention and purpose.,Tarih bulunamadı.
"Family & Tech: Julie JargonKids Turn to a Mental-Health Chatbot to Share Their AnxietiesPart counselor and part friend, Troodi talks with children about their worries and fears. “Sometimes I forget she’s not a real person,” says one teen.","January 11, 2025 05:30 am ET"
ScienceFoxes Dive Head First Into Snow to Catch Prey. Scientists Figured Out Why They Don’t Get Hurt.How foxes hunting for a hot meal in a wintry landscape use a technique called ‘mousing’ to great effect.,"January 16, 2025 11:26 am ET"
"Personal FinanceThe Reality of GoFundMe Is That Money Often Doesn’t Go to Those Who Need It MostCrowdfunding gives disaster victims a lifeline, but the results can be uneven.","January 17, 2025 05:30 am ET"
BusinessUnitedHealth’s Challenges With High Medical Costs ContinueThe company’s shares fell in premarket trading following the healthcare firms first earnings since the killing of executive Brian Thompson.,"January 16, 2025 10:54 am ET"
"StocksTexas Stock Exchange Startup Asks SEC to Clear 2026 LaunchWith $160 million in funding from Wall Street heavyweights, the startup’s CEO wants to challenge New York as a financial hub.","January 31, 2025 06:00 pm ET"
"TechThe Guy Behind DeepSeek Blurbed My Book in ChinaOn Friday, I had never heard of Liang Wenfeng. By Monday, I realized he knew a lot about my work—and I was scrambling to learn about his.","January 27, 2025 05:13 pm ET"
"FinanceWhat JPMorgan Earnings Tell Us About Household FinancesJPMorgan CEO Jamie Dimon said he is optimistic on the economy, but he noted that inflation and the war in Ukraine would be significant challenges.","April 13, 2022 10:11 am ET"
LIVE COVERAGE POSTWhat Bank Earnings Told Us About Americans' Finances,"October 15, 2024 02:36 pm ET"
BusinessWhat Happened After Florida Cracked Down on Illegal ImmigrationThe state’s experience is instructive as President-elect Donald Trump prepares to overhaul the U.S. immigration system.,"January 18, 2025 09:00 am ET"
"LIVE COVERAGE POSTTrump Set to Declare Energy Emergency, Aims to Boost U.S. Oil and Gas Production","January 20, 2025 01:22 pm ET"
Bookshelf‘Matter’: The Nothing at the Heart of EverythingContemporary physics still wrestles with a question posed by philosophers millennia ago: What is the universe made of?,"January 17, 2025 10:45 am ET"
"HealthOzempic Among the Next Drugs Up for Medicare Price NegotiationsThe list of drugs account for $41 billion in annual Medicare spending, the Biden administration said.","January 17, 2025 11:10 am ET"
"Future ViewOpinion: What Trump Can Do in His First 100 DaysStudents discuss Greenland, the Middle East and the potential for bipartisan backing for the President’s agenda.","January 21, 2025 05:57 pm ET"
BusinessFire at One of World’s Largest Battery Plants Prompts Evacuations in CaliforniaAuthorities haven’t determined what sparked the blaze.,"January 17, 2025 05:24 pm ET"
"Heard on the StreetAmex Has a First-Class Problem: Can Consumer Spending Really Keep Up?The card giant has set a high bar for growth, but there is rising uncertainty about 2025.","January 24, 2025 01:21 pm ET"
"Personal FinanceESG Roundup: Market TalkGain insight on the renewable energy market, EU regulations and the climate transition in the latest Market Talks covering ESG Impact Investing.","January 22, 2025 05:09 pm ET"
Central BanksBank of Canada Expects Quantitative-Tightening Program to End by MidyearThe central bank expects to be the first among major monetary authorities to unwind pandemic-era asset purchases.,"January 16, 2025 01:26 pm ET"
"PoliticsTrump’s New Targets in the Culture War: Brutalist Architecture and America’s Tallest MountainThe president’s preference for classical design for new federal buildings, and his revival of the name Mt. McKinley for North America’s tallest mountain, resume a larger conflict that raged during his first term in office.","January 26, 2025 05:30 am ET"
Review & OutlookOpinion: California’s Wildfire Insurance CatastropheThe state has refused to let insurers do proper pricing for risk. Homeowners and taxpayers will pay for the mistake.,"January 10, 2025 10:10 am ET"
"CFO JournalAmerican Airlines Names New CFO as It Looks to Cut DebtDevon May will take over as the airline’s chief financial officer on Jan. 1, succeeding Derek Kerr.","December 13, 2022 04:27 pm ET"
Paid ProgramModernizing Financial Services: Improving the Customer Experience With PersonalizationThe cloud helps financial institutions leverage their data to create personalized interactions across the customer journey.,Tarih bulunamadı.
"Future ViewOpinion: Facebook, ‘Fact Checking’ and Free SpeechStudents discuss Mark Zuckerberg’s decision on social-media moderation systems.","January 14, 2025 05:34 pm ET"
"BusinessAmerica Has Fallen in Love With Long-Shot Sports BetsParlays, the tough-to-win multipart wagers with tantalizing payouts, are bringing in casual and newbie gamblers, and betting companies are making a killing.","January 25, 2025 09:00 pm ET"
HomesThese L.A. Homeowners Installed Private Fire Hydrants. Here’s How They Fared.Our reporter caught up with a number of people who had prepared for wildfires with built-in systems. “I’m sleeping with one eye open.”,"January 16, 2025 03:10 pm ET"
"Off BrandAt the Trump Inauguration, Fashion Means BusinessA custom hat that was almost lost and a lingerie-inspired “shirt” that may still be at large: every inaugural fashion moment that nearly stole the show.","January 22, 2025 10:06 am ET"
"CryptocurrencySam Bankman-Fried Released on $250 Million BondThe FTX founder was ordered to stay in his parents’ Palo Alto, Calif., home after his first appearance in a New York federal court.","December 22, 2022 05:31 pm ET"
"MarketsBillion-Dollar Crypto Loan Easy to Get, Gone in a FlashFlash loans can have benefits, such as helping traders capitalize on price differences between cryptocurrencies on different exchanges. But flash loans have a dark side.","May 8, 2022 07:00 am ET"
PoliticsTed Cruz Leads Republican Charge to Defund Consumer-Protection AgencyThe CFPB—tasked to protect consumers from unfair banking practices—was created by Democrats in the wake of the 2008 financial crisis.,"January 29, 2025 04:56 pm ET"
"BusinessBasic Materials Roundup: Market TalkRead about Freeport-McMoRan, Salzgitter, London-listed miners and more in the latest Market Talks covering basic materials.","January 24, 2025 04:58 pm ET"
Bookshelf‘What the Chicken Knows’: Not So FeatherbrainedThe author of “The Soul of an Octopus” learns the language of the free-roaming hens outside her back door.,"January 17, 2025 10:09 am ET"
LettersOpinion: A Lesson for California From King CanuteHubris and humility.,"January 17, 2025 09:55 am ET"
"Review & OutlookOpinion: Tulsi Gabbard, Edward Snowden and IntelligenceDoes the U.S. want a director of national intelligence who excuses mass leaking of secrets?","January 28, 2025 06:24 pm ET"
"HealthHealth Care Roundup: Market TalkRead about AbbVie, Novartis, ResMed and more in the latest Market Talks covering the Health Care sector.","January 31, 2025 05:00 pm ET"
"Latin AmericaHow Javier Milei’s Tough Remake of Argentina Made Him a MAGA HeroOne year in, “El Loco” is curbing public spending, slashing red tape—and offering his services to Donald Trump.","January 21, 2025 09:00 pm ET"
"TechEU Steps Up Probe of Elon Musk’s X Ahead of Trump InaugurationThe European Commission has ramped up its investigation into Elon Musk’s X social network after the tech mogul criticized European governments in recent weeks, and just days before President-elect Donald Trump is set to return to the White House.","January 17, 2025 12:28 pm ET"
"DesignI’m an Avid Gardener. Why Can’t I Keep My Indoor Herb Garden Alive?Every winter, our garden-pro columnist attempts to grow greens in her kitchen, but her parsley darlings always wither. She sought out expert advice.","January 15, 2025 06:15 pm ET"
"PoliticsVenezuela Releases Six Americans to Trump Official Seeking Deportation DealThe U.S. pressed for the release of 15 American detainees, offering to extend sanctions exemptions for U.S. oil companies.","January 31, 2025 08:39 pm ET"
"Real EstateAfter the Fires, Bidding Wars and Cutthroat Demand Take Over L.A.’s Rental MarketThousands of displaced people need somewhere to live and they are entering the contest to find housing for the months—or even years—it will take for their homes and neighborhoods to be rebuilt.","January 16, 2025 09:00 pm ET"
"U.S.Trump Clemency Sparks Clash on Oath Keepers Visiting WashingtonA federal judge said the group’s founder, Stewart Rhodes, can’t travel to the nation’s capital without permission, prompting objections from a Trump-appointed prosecutor.","January 24, 2025 06:32 pm ET"
CFO JournalSouthwest Airlines CFO Tammy Romo to Retire as Airline Embarks on TurnaroundRomo is retiring after more than three decades with the carrier as it works on a turnaround after lagging behind some of its peers in recent years.,"January 9, 2025 04:10 pm ET"
Review & OutlookOpinion: The Undersea Cable WarRussia and China are suspected of targeting these key data channels.,"January 24, 2025 05:34 pm ET"
Paid ProgramBuilding a Culture of SecurityLearn how to build security into how your company makes decisions.,Tarih bulunamadı.
About FaceI Told My Son to Always Be Himself. Was I Wrong?Actors and teachers both pretend to be other people in order to find the truth.,"January 30, 2025 12:00 pm ET"
WSJ ProPro BankruptcyTexas Firm Sued for J.C. Penney Bankruptcy Fees Over Undisclosed RomanceJ.C. Penney’s bankruptcy administrators argue that fees should be returned after Jackson Walker didn’t disclose the romantic relationship between its then-partner Elizabeth Freeman and former judge David R. Jones.,"January 29, 2025 02:52 pm ET"
LIVE COVERAGE POSTWhat Pete Hegseth Has Said About Women in the Military and in Combat Roles,"January 14, 2025 11:31 am ET"
"MarketsIndia Embraces Stock Investing as Local Market SurgesIndian stocks have risen more than any other major market in the world this year and that is enticing millions of local investors to put their savings into equities, further buoying the market.","October 17, 2021 05:30 am ET"
"East is EastOpinion: Foreign Lessons in the Perils of DEI and Affirmative ActionThe Trump administration saves the U.S. from going the way of India, South Africa and Malaysia.","January 29, 2025 11:41 am ET"
"BusinessMicrosoft, AWS Could Face U.K. Watchdog Probe Into Cloud Services MarketMicrosoft and Amazon Web Services could face an investigation by U.K. regulators after an independent enquiry found that competition isn’t working in the cloud services market.","January 28, 2025 02:00 pm ET"
"Bookshelf‘The Missing Thread’: Women of War and EmpireQueen Teuta of Illyria held an audience with two Roman ambassadors. When one of them disrespected her, she had the envoy killed.","January 9, 2025 03:18 pm ET"
"Autos IndustryGM Signs Multibillion-Dollar Deal for Supply of EV Battery MaterialsThe deal, with Norway’s Vianode, is for delivery of a material critical for electric-vehicle batteries.","January 15, 2025 07:42 am ET"
Private PropertiesBillionaire Bill Koch Wants $125 Million for His Aspen CompoundThe industrialist is asking double the 2016 price tag of his Elk Mountain Lodge estate in Colorado.,"January 29, 2025 03:50 pm ET"
"BusinessPulteGroup Quarterly Results Top EstimatesPulteGroup was the latest home builder to show it is navigating through challenges in the tricky U.S. housing market, posting higher-than-expected quarterly results and forecasting a stable 2025.","January 30, 2025 02:03 pm ET"
Foreign ExchangeThe WSJ Dollar Index Falls 0.5% to 101.80The WSJ Dollar Index was down 0.5% to 101.80 — lower for two consecutive trading days.,"January 24, 2025 05:43 pm ET"
"BusinessBasic Materials Roundup: Market TalkFind insight on gold prices,  South32, Lynas Rare Earths and more in the latest Market Talks covering Basic Materials.","January 20, 2025 04:31 am ET"
"PoliticsTrump Proclaims ‘The Golden Age of America Begins Right Now’The incoming president capped a historic comeback, embarking on an agenda that includes mass deportations, tariffs and slashing the size of the federal government.","January 20, 2025 04:52 pm ET"
DavosSpain’s Prime Minister Pushes for EU Plan to Rein In Social MediaPedro Sanchez said the EU should put an end to anonymity of users in social-media platforms and hold their CEOs personally accountable if they fail to comply with regulations.,"January 22, 2025 11:25 am ET"
StocksAsia Tech Stocks Slump After DeepSeek’s Rise Triggers U.S. Chip SelloffTechnology stocks fell sharply in Asia after the emergence of Chinese artificial-intelligence startup DeepSeek triggered a selloff in AI-related stocks overnight and cast uncertainty over the rising demand for data centers.,"January 28, 2025 02:07 am ET"
PoliticsRival Republican Factions Fight for Trump’s ApprovalGroups head to Mar-a-Lago to lobby the president-elect on taxes and spending cuts.,"January 10, 2025 05:00 am ET"
SoccerThe Soccer Team That Perfected the Art of Winning Without the BallNottingham Forest is launching an unlikely challenge for a place in the Champions League—despite an approach entirely at odds with the game’s current obsession with beautiful soccer.,"January 14, 2025 06:05 pm ET"
Autos IndustryJeep Maker Stellantis Brings Back American Classics After CEO ExitThe automaker is moving to revive the Dodge and Chrysler labels after sales plummeted in 2024.,"January 21, 2025 05:30 am ET"
"FinanceAmericans Are Carrying Bigger Credit-Card BalancesAmericans are spending more on credit cards and carrying bigger balances month to month, with interest rates hovering near record highs.","January 25, 2025 05:30 am ET"
Wonder LandOpinion: Disrupter in Chief TrumpHe used to be accused of breaking norms. Now it’s ‘disruption.’ That’s progress.,"January 15, 2025 04:48 pm ET"
"Paid ProgramEmpowering Employees to Make Better, Faster DecisionsMaking data securely and easily accessible to all employees helps improve business outcomes and increases innovation.",Tarih bulunamadı.
U.S.What Six Families Took With Them as They Fled Los Angeles FiresFamilies fleeing wildfires earlier this month share what they packed when it was time to go.,"January 26, 2025 12:01 am ET"
FinanceActivist Ed Garden’s New Firm Launching Its First InvestmentGarden Investments plans to push for changes at kitchen-equipment maker Middleby.,"January 23, 2025 07:26 pm ET"
BusinessNovo Nordisk Shares Surge on New Obesity Drug ResultsNovo Nordisk shares rose sharply after the Danish pharmaceutical giant said an experimental weight-loss shot helped patients lose 22% of their body weight in a clinical trial.,"January 24, 2025 11:52 am ET"
BusinessRolls-Royce Strikes Contract to Supply Nuclear Reactors for U.K. SubmarinesRolls-Royce will manufacture nuclear reactors to power new U.K. submarines under a contract valued approximately at $11.1 billion.,"January 24, 2025 04:27 am ET"
"U.S.Congestion Pricing Has Eased NYC Traffic. Not Everyone Is Happy.Fans of the tolling system enjoyed easier drives, but some businesses reported a hit.","January 14, 2025 09:00 pm ET"
Middle EastIsraelis’ Joy at Hostage Release Is Weighed Down by DreadThe chaotic scenes as three women were released from Gaza left Israelis anxious about the days ahead and frustrated by the militant propaganda.,"January 20, 2025 08:04 am ET"
CFO JournalApplied Materials Uses Automation to Shift How Finance Workers Spend Their TimeChip equipment maker Applied Materials is using tools like robotic process automation and the cloud to reduce the time employees spend collecting data and increase the time they spend driving insights.,"February 17, 2022 07:30 am ET"
"BusinessApple CEO Cook’s 2024 Pay Rises 18% to $74.6 MillionTim Cook’s base salary of $3 million has remained unchanged in the past three years, but his total compensation has increased.","January 10, 2025 05:43 pm ET"
"CFO JournalZoomInfo Technologies Using New Financing to Help Pay for AI StartupThe business-intelligence platform, which is buying Chorus.ai for $575 million, on Tuesday raised about $500 million in debt.","July 13, 2021 07:19 pm ET"
"CFO Journal5 Things CFOs Should Know About Generative AIFinance chiefs weigh guardrails, financial risks and investment returns as they work to put new technology into practice.","September 1, 2023 05:30 am ET"
"HealthHealth Care Roundup: Market TalkFind insight on Novartis, GSK and more in the latest Market Talks covering Health Care.","January 21, 2025 06:54 am ET"
StocksChinese Shares Fall After Trump Repeats Tariff ThreatMarkets in China and Hong Kong fell Wednesday after U.S. President Trump reiterated a threat to impose an additional 10% tariff on Chinese goods.,"January 22, 2025 03:57 am ET"
"BusinessStarbucks Expecting Job Cuts by MarchStarbucks said it expects to eliminate jobs, without affecting in-store teams, as part of its broader effort to operate more efficiently.","January 17, 2025 04:44 pm ET"
"BookshelfPolitics: ‘The Power and the Money’ by Tevi TroyPlus ‘My Fellow Americans,’ a collection  of presidential inaugural addresses.","January 17, 2025 10:34 am ET"
"CIO JournalAMD Invests in Drug-Discovery Company Absci in Push to Sell AI ChipsThe $20 million deal gives the chip supplier a toehold in the life-sciences market, a strategy it plans to replicate in other industries.","January 8, 2025 06:32 am ET"
BookshelfMysteries: Scott Turow’s ‘Presumed Guilty’Plus Robert Crais’s “The Big Empty” and Jonathan Ames’s “Karma Doll.”,"January 17, 2025 10:07 am ET"
"PoliticsTrump’s Immigration Playbook: Breaking Down His Moves This WeekThe president has issued directives to expedite the removal of millions of undocumented immigrants from the U.S., which has immigrant groups bracing for raids.","January 23, 2025 02:57 pm ET"
"Review & OutlookOpinion: A Genocide Ignored in SudanCivilians killed by ‘the color of their skin,’ as the world vilifies Israel.","January 13, 2025 05:36 pm ET"
"BusinessBurberry Sees Positive Signs as Turnaround Plan ContinuesThe company upgraded its earnings outlook as sales returned to growth in the Americas, saying efforts to revamp its brand showed positive signs over the key holiday period.","January 24, 2025 04:31 am ET"
Paid Program3 Ways to Improve IT ResilienceWhy organizations should leverage cloud solutions to protect their applications and prepare for the unknown.,Tarih bulunamadı.
"WorldTrump, China’s Xi Speak Ahead of InaugurationChinese leader Xi Jinping spoke with President-elect Donald Trump on Friday on the heels of Beijing’s plan to dispatch the nation’s vice president to next week’s inauguration.","January 17, 2025 12:07 pm ET"
Property ReportHotel Sellers Use Car-Sales Model to Finance Lodging DealsThe lodging industry is under such stress that some property sellers are willing to lend to prospective hotel buyers the way auto dealers finance vehicle sales: Offer cheap rates and sometimes with little money down.,"February 23, 2021 05:30 am ET"
"MarketsRobinhood Stock Drops After News of Early Investors Set to Sell SharesThe investing platform’s shares fell after a filing with the SEC indicated that early investors in the company can sell up to about 98 million shares, currently valued at almost $5 billion, over time.","August 5, 2021 05:04 pm ET"
LettersOpinion: Burford Capital Responds on Sysco LitigationThe suit is exemplary only of an admitted breach of contract.,"March 30, 2023 11:43 am ET"
"PoliticsTrump’s Immigration Playbook: Breaking Down His Moves This WeekThe president has issued directives to expedite the removal of millions of undocumented immigrants from the U.S., which has immigrant groups bracing for raids.","January 23, 2025 02:57 pm ET"
Middle EastWhat Syria’s Secret Police Saw as the Regime CrumbledHastily abandoned documents show how the fallen government’s vast intelligence apparatus struggled to comprehend and stop the rapid rebel advance.,"January 29, 2025 09:00 pm ET"
"TechTikTok Users Flee to a Chinese App: ‘RedNote’Chinese users of Xiaohongshu, or Little Red Book, welcome Americans fleeing a feared TikTok ban.","January 13, 2025 11:10 pm ET"
LettersOpinion: California’s Violent Contact With RealityThat hurricane-force winds were coming to Southern California was well known for days to all of us who live here.,"January 14, 2025 03:16 pm ET"
CommentaryOpinion: What’s Trump Trying to Say? Ask a Doctor‘Differential diagnosis’ can help make sense of the president-elect’s ambiguous words.,"January 17, 2025 02:16 pm ET"
"EuropePutin’s Torturers Couldn’t Break These Ukrainian PrisonersFormer POWs detail cruel methods, including beatings and electric shocks from a field telephone known as “a call to Putin.”","January 20, 2025 11:00 pm ET"
"Best of the WebOpinion: Democrat Speaks Freely, But How Does He Vote?Talking about female sports seems easier than protecting them.","January 23, 2025 12:17 pm ET"
"Latin AmericaAmerica’s Fraught, Sometimes Deadly, History With the Panama CanalPresident Trump’s push to take back control of the strategic waterway stokes memories of a period of U.S. imperial ambition and violence.","January 22, 2025 11:00 pm ET"
Review & OutlookOpinion: The Spending Freeze PanicTrump’s pause on federal grants wasn’t illegal and didn’t even affect most spending.,"January 29, 2025 06:13 pm ET"
PoliticsTrump Sows Fear Among Migrants With Shock-and-Awe Deportation CampaignOfficials are calling attention to raids and pursuing deportations beyond immigrant hubs.,"January 29, 2025 05:00 am ET"
"LettersOpinion: Readers Ponder Elizabeth Warren’s ChutzpahIf the economy is rigged, what’s she been doing all this time?","January 16, 2025 02:04 pm ET"
"AsiaThe Underground Network Sneaking Nvidia Chips Into ChinaA barely concealed network of buyers, sellers and couriers is bypassing the Biden administration’s restrictions aimed at denying China access to the highly coveted products, The Wall Street Journal has found.","July 2, 2024 10:23 pm ET"
"SoccerThe Most Chaotic Night in Champions League History Has ArrivedWhen European soccer officials tweaked the format of their top club tournament, fans rolled their eyes. Now, after four months of competition, it has delivered a day of unprecedented drama.","January 28, 2025 11:00 am ET"
Pro BankruptcyCovid-19 Treatment Developer Humanigen Files for BankruptcyCalifornia-based company says FDA’s rejection of lenzilumab is a major cause of its financial troubles.,"January 4, 2024 04:32 pm ET"
Wonder LandOpinion: Farewell to ThursdaysThere is no greater adrenaline rush than meeting a daily newspaper’s deadline.,"January 29, 2025 04:54 pm ET"
"Best of the WebOpinion: Trump, New Jersey and the ‘War on Stupidity’Another setback for inefficient power generation.","January 30, 2025 06:20 pm ET"
Paid Program3 Ways to Improve IT ResilienceWhy organizations should leverage cloud solutions to protect their applications and prepare for the unknown.,Tarih bulunamadı.
"TechApple Is Shutting Down Its Buy Now, Pay Later ServiceThe decision comes just over a year after Apple Pay Later was introduced.","June 17, 2024 06:23 pm ET"
Politics & IdeasOpinion: Trump’s Attack on Birthright CitizenshipThe 14th Amendment and court precedent run counter to the president’s order.,"January 28, 2025 02:00 pm ET"
"Logistics ReportSupply Chain Turmoil Is Shifting U.S. Imports From Coast to CoastShipping volumes into the West Coast soared last year, a sign of growing flexibility in importing networks.","January 31, 2025 04:11 pm ET"
"Middle EastEpic Construction Site in the Saudi Desert Is a Hazard for WorkersGang rape, suicides and highway deaths plague Neom, the futuristic vision of Crown Prince Mohammed.","January 30, 2025 01:51 pm ET"
"Heard on the StreetCredit Deals Are Going Private, Leaving Wall Street in the ColdLeveraged buyouts were funded almost entirely by private credit late in the year, which could be a worrisome trend for Wall Street.","December 29, 2022 07:00 am ET"
"BusinessTarget Drops DEI Goals and Ends Program to Boost Black SuppliersOnce a stalwart supporter of Black and LGBTQ rights, the retailer joined American corporations’ retreat from DEI initiatives.","January 24, 2025 05:11 pm ET"
"PoliticsTrump’s Ukraine Envoy Has a Hard Climb to Any Peace DealRetired Lt. Gen. Keith Kellogg has a plan for ending the war, but President Trump will control the talks.","January 22, 2025 12:10 am ET"
DealsActivist Investor Calls for Overhaul of Korean Tobacco Giant KT&GAn investment firm started by former Carlyle executive Sanghyun Lee has bought a roughly 1% stake and is pressing for emphasis on alternative tobacco products and a spinoff of its ginseng business.,"October 25, 2022 04:00 pm ET"
"The Intelligent InvestorWhat You Don’t Know Could Sting Your PortfolioAfter all my years of writing about investing, I had no idea what was going on behind the scenes. I doubt you did, either.","January 17, 2025 12:29 pm ET"
BusinessAdani Companies Plan $2.6 Billion Stock Sale in Wake of Market RoutThe Indian conglomerate was hit hard by a short-seller report earlier this year.,"May 13, 2023 09:26 am ET"
"BusinessMeta’s Revised Pay-Or-Consent Model Criticized by European Consumer GroupThe group has urged EU regulators to take action against Meta Platforms over the data-tracking policy, alleging it may violate consumer, data protection and competition laws.","January 23, 2025 01:54 am ET"
"ChinaAmerican TikTokers Get a Taste of Chinese Censorship as They Rush to RedNoteUsers looking for a TikTok alternative learn about daily life in China, but some posts are taboo.","January 20, 2025 10:58 am ET"
BusinessSouth Carolina to Reboot Giant Nuclear Project to Meet AI DemandSantee Cooper is working with bankers to solicit interest in V.C. Summer.,"January 22, 2025 12:48 pm ET"
HealthTrump Order Seeks to Stop Virus Research That Critics Have Linked to CovidAn executive order is in the works that would halt U.S. funding for research that makes viruses that are more virulent or contagious.,"January 22, 2025 06:24 pm ET"
Inside ViewOpinion: Trump Tariffs Are a Wealth KillerTwo centuries of experience proves the economic foolishness of taxing imports.,"January 26, 2025 04:27 pm ET"
CommentaryOpinion: Trump’s Reprieve for TikTok Is LegitimateThe Constitution gives the president broad discretion in enforcing the law and conducting foreign affairs.,"January 26, 2025 03:55 pm ET"
EssayWhy Trump’s ‘One Big Beautiful Bill’ Is Bad for DemocracyResearch shows that bundling unrelated policy proposals into a single law makes it easy to thwart what most voters—and lawmakers—actually want.,"January 16, 2025 11:00 am ET"
"TechTech, Media & Telecom Roundup: Market TalkFind insight on Netflix, U.S. advertising spending, AI joint venture Stargate and more in the latest Market Talks covering Technology, Media and Telecom.","January 22, 2025 04:56 pm ET"
Keywords: Christopher MimsHow a Little-Known Finnish Company Became One of the World’s Hottest Gadget StartupsOura’s smart ring measures heart health and can predict when you may be getting sick,"January 17, 2025 09:00 pm ET"
"FashionWant a Modern Style Upgrade? Try Looking to Menswear’s PastA fresh generation of stylish men is embracing “old-fashioned” accessories like cuff links, money clips and pocket squares. Here, how to sport them without feeling like you’re in costume.","January 10, 2025 04:15 pm ET"
Paid ProgramRedefining Cybersecurity With Application ContainmentWhy applications are an easy entryway for cyberthreats.,Tarih bulunamadı.
"Oil MarketsU.S. Crude Oil Stockpiles Extend DeclineU.S. crude oil inventories fell for an eighth consecutive week amid declines in imports and domestic production, while product stocks saw further large weekly builds.","January 15, 2025 11:11 am ET"
"PoliticsHow MAGA Is Taking Back the CultureIn sports, entertainment and marketing, displays of conservatism are crowding out progressive postures.","January 19, 2025 09:13 pm ET"
Film Review‘Night Call’ Review: A Breathless Tour of BrusselsBelgian writer-director Michiel Blanchart’s thriller follows a young locksmith caught in the midst of criminals and protesters.,"January 16, 2025 01:46 pm ET"
"U.S.Trump to Begin Large-Scale Deportations TuesdayThe incoming Trump administration is planning a large-scale immigration raid in Chicago next week, the first move in President-elect Donald Trump’s promised mass deportation campaign.","January 17, 2025 11:11 pm ET"
Credit MarketsChina Evergrande Breaks Silence on Debt-Restructuring PlanThe troubled property developer sketched out the first contours of a long-awaited restructuring plan.,"July 29, 2022 04:15 pm ET"
"EuropeRussia to Halt Nord Stream Gas Flows to Europe, Citing Pipeline MaintenanceUnexpected three-day maintenance shutdown later this month on the Nord Stream pipeline fans fears that Russian natural-gas cuts will tip Europe into a recession.","August 19, 2022 05:38 pm ET"
"BusinessFive Takeaways From Bill Gates’s Interview With The Wall Street JournalThe billionaire philanthropist speaks about his early years, geopolitics, past mistakes and how he isn’t always checking his phone.","January 26, 2025 05:30 am ET"
"Personal FinanceWhat Wildfires Mean for America’s Home-Insurance BillsWith insured losses ballooning, home-insurance rates in places like Vermont and Virginia are rising, too.","January 10, 2025 09:19 am ET"
TennisJannik Sinner Cruises to Australian Open TitleThe world No. 1 put on a clinical display to brush aside Alexander Zverev and lift the third major trophy of his young career.,"January 26, 2025 07:39 am ET"
Middle EastIran Races to Sell Oil Stored in ChinaTehran has shipped out nearly 3 million barrels to raise money that could be used to shore up its allied militias in the Middle East.,"January 11, 2025 07:00 am ET"
CommentaryOpinion: Trump Sets Out to Break Burdensome RulesHe hits the ground running as he targets costly and harmful federal regulations.,"January 22, 2025 04:35 pm ET"
"FinanceWall Street’s Pre-Eminent Short Seller Is Calling It QuitsHindenburg Research founder Nate Anderson, a foe of Carl Icahn and the Adani family, cites the stress of his job as he shuts down the firm.","January 15, 2025 04:27 pm ET"
"CorrectionsCorrections & AmplificationsCorrections & Amplifications for the edition of Jan. 8, 2025","January 7, 2025 06:14 pm ET"
"BusinessEnergy & Utilities Roundup: Market TalkFind insight on oil prices, Orsted, Seatrium and more in the latest Market Talks covering Energy and Utilities.","January 21, 2025 04:53 pm ET"
"U.S. EconomyBalance of Power Shifts Back Toward BossesWith the labor market less tight, workers face return-to-office mandates, smaller bonuses, and no more pet sick days.","January 13, 2025 09:00 pm ET"
"LettersOpinion: Forget Biden, Blame All the President’s MenThe president’s bitterness was also LBJ’s.","January 14, 2025 03:15 pm ET"
"FinanceWorld’s Oldest Bank Joins Rush to Consolidate European LendingMonte dei Paschi launched a near-$14 billion offer to buy counterpart Mediobanca, a fresh twist in the consolidation of Italy’s crowded banking market.","January 24, 2025 07:46 am ET"
"PoliticsWhy Donald Trump Is Racing So Fast to Remake AmericaThe president has a short window to fulfill a long list of promises that include fixing illegal immigration, slashing government spending and ending the war in Ukraine.","January 24, 2025 09:00 pm ET"
Economic DataU.S. Services Sector Picks Up Pace Ahead of Trump Inauguration But Inflation Fears LingerU.S. services activity increased more than expected last month as the Federal Reserve trimmed borrowing costs again and firms prepared for a new administration in Washington.,"January 7, 2025 10:41 am ET"
"MarketsThe Score: Goldman Sachs, Nvidia, UnitedHealth and More Stocks That Defined the WeekHere are some of the major companies whose stocks moved on the week’s news.","January 17, 2025 05:13 pm ET"
"Paid ProgramGlobal Wealth Management Finds a Home in Hong KongHong Kong's edge lies in tax incentives, connectivity and an innovative wealth management ecosystem.",Tarih bulunamadı.
